countryiso3code,country_name,income_inequality_2010,income_inequality_2011,income_inequality_2012,income_inequality_2013,income_inequality_2014,income_inequality_2015,income_inequality_2016,income_inequality_2017,income_inequality_2018,income_inequality_2019,income_inequality_2020,income_inequality_2021,income_inequality_2022,income_inequality_2023,youth_unemployment_2010,youth_unemployment_2011,youth_unemployment_2012,youth_unemployment_2013,youth_unemployment_2014,youth_unemployment_2015,youth_unemployment_2016,youth_unemployment_2017,youth_unemployment_2018,youth_unemployment_2019,youth_unemployment_2020,youth_unemployment_2021,youth_unemployment_2022,youth_unemployment_2023,inflation_2010,inflation_2011,inflation_2012,inflation_2013,inflation_2014,inflation_2015,inflation_2016,inflation_2017,inflation_2018,inflation_2019,inflation_2020,inflation_2021,inflation_2022,inflation_2023
BDI,Burundi,,,,38.6,,,,,,,37.5,,,,,,,,5.066,,,6.19,,,11.167,,,,6.49326591473993,9.5921660597967,18.1610453065451,7.93795807492418,4.40535234185293,5.54468891259779,5.55768961400965,16.0525353030392,-2.81469807668465,-0.686772170797359,7.32110643415521,8.40453845076341,18.8008786664945,26.9414835762453
BEL,Belgium,28.4,28.1,27.5,27.7,28.1,27.7,27.6,27.4,27.2,27.2,26.0,26.6,26.4,,10.865,11.814,12.345,12.68,12.045,12.182,9.886,9.855,9.801,9.25,9.994,6.654,7.107,6.699,2.18929920422457,3.53208210722742,2.83966343445899,1.1130959402754,0.340002833356922,0.561429152790065,1.97385264653181,2.12597086002607,2.05316499865186,1.43681956996429,0.740791812220344,2.44024851144084,9.597511728725,4.04901077613941
BEN,Benin,,43.4,,,,47.6,,,37.9,,,34.4,,,,17.234,,,,,,,,15.863,,,14.241,,2.20783532536524,2.7042390774728,6.74468253340712,0.428888888888884,-0.548757550948181,0.218785923536245,-0.793310145785624,0.0432648555103608,0.919170717886054,0.732849371241066,3.02272119663759,1.73353962694036,1.35077863583527,2.73870078406075
BFA,Burkina Faso,,,,,35.3,,,,43.0,,,37.4,,,,,,,,,,,41.005,13.358,,,18.528,34.25,-0.764230734676758,2.75976724854523,3.818152402524,0.533738507090536,-0.258089517535384,0.724838981070517,0.441041448058902,1.48299897161325,1.95594302672523,-3.2333893398333,1.88443993781991,3.65353287214209,14.2902354303358,0.742910428668841
BGD,Bangladesh,32.1,,,,,,32.4,,,,,,33.4,,30.06,,,32.041,,,28.88,27.386,,,,,14.958,,8.12667639169917,11.3951651552399,6.21750422069284,7.53040640913172,6.99163889220849,6.19428022984984,5.51352572692995,5.70207015717239,5.54362139486476,5.59199639930629,5.69107474746211,5.54565430773473,7.69695437176898,9.8835030377921
BGR,Bulgaria,35.7,34.3,36.0,36.6,37.4,38.6,40.6,40.4,41.3,40.3,40.5,39.0,38.2,,21.145,22.4,21.592,20.954,20.194,18.474,18.198,15.848,13.844,13.598,14.777,13.767,12.828,11.442,2.43899060504113,4.21990346601873,2.95456829831022,0.890093540913002,-1.4181838026484,-0.104633261008385,-0.79864988645371,2.06159619443141,2.81454473824829,3.10372944796781,1.67244096855756,3.29774435299515,15.3252589264366,9.44284140088564
BHR,Bahrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96188468334623,-0.40004069748808,2.75739669962979,3.30001156888442,2.64755321246189,1.84862742374977,2.78679347602044,1.38671830576406,2.08766938046978,1.00582004702137,-2.31770629331379,-0.60631938514085,3.62574104304482,0.0746206782192256
BHS,"Bahamas, The",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34402738392836,3.1987814166032,1.97336755976254,0.722414784530551,1.51375643050831,1.86148302863371,-0.346376929989397,1.51820700736147,2.26586346678736,2.49123527368046,0.0385210980054558,2.90491262928478,5.60540633583044,3.05291578969743
BIH,Bosnia and Herzegovina,,33.0,,,,,,,,,,,,,28.728,28.304,28.923,26.634,27.097,28.348,27.09,25.506,22.605,22.598,21.805,19.302,17.623,15.98,1.99621236745887,3.67125,2.05267452001717,-0.0930456838317588,-0.897194054194333,-1.03602303425474,-1.58410000000002,0.810133321953039,1.41710814018034,0.56278215406123,-1.0512960076349,1.98163900587622,14.0208440826771,6.1059011284828
BLR,Belarus,28.6,27.2,26.5,26.6,27.2,25.6,25.3,25.4,25.2,25.3,24.4,,,,,,,,,,8.052,7.111,6.203,6.897,6.79,5.476,5.149,,7.73574804312508,53.2286983118173,59.2197360232517,18.3122610377874,18.1195543526734,13.5344897649735,11.8365807653497,6.03183725177793,4.87230220550684,5.59815595039854,5.54814357456511,9.46028389623103,15.209675274081,5.0005990309131
BLZ,Belize,,,,,,,,,39.9,,,,,,,,11.954,27.928,27.785,27.679,27.378,27.378,24.714,24.884,34.117,,,,0.917977378808888,1.602056156402,1.30058074547858,0.50974776898322,1.20139964481058,-0.861584009427748,0.663427167917601,1.14765339305816,0.269982622646335,0.187069385181424,0.121434644614894,3.23563659237071,6.27689319447544,4.38984017487675
BMU,Bermuda,,,,,,,,,,,,,,,6.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOL,Bolivia,,46.1,46.6,47.6,47.8,46.7,45.2,44.6,42.6,41.6,43.6,40.9,41.2,42.1,,10.854,10.414,10.45,11.158,14.561,10.792,11.577,10.834,10.235,13.702,10.976,9.969,9.597,2.50327605844241,9.88446419823883,4.51560291399376,5.73640023719607,5.76660074579144,4.05961041135645,3.62321431764138,2.8227580554717,2.27205987230155,1.83954504969026,0.940742153381849,0.737383721452275,1.74632872945969,2.57688800489192
BRA,Brazil,,52.9,53.4,52.7,52.0,51.9,53.4,53.3,53.9,53.5,48.9,52.9,52.0,51.6,,19.397,20.537,20.903,20.686,22.103,23.803,24.866,24.605,23.986,25.992,23.377,20.975,20.621,5.03872690108075,6.6364496221309,5.40349914036997,6.20431066640101,6.32904015516139,9.02990102416136,8.73914352329393,3.44637335032669,3.66485028376729,3.73297621216894,3.21176803803376,8.30165975585673,9.28010608956873,4.59356282283204
BRB,Barbados,,,,,,,34.1,,,,,,,,,,,,,,28.993,,,,,,,,5.82421853311866,9.43220240177221,4.53334753888766,1.81410436049105,1.76950322089729,-1.11278992510967,1.28192813061895,4.66018463955996,3.67381410406801,4.10028964518461,,,,9.79207077126447
BRN,Brunei Darussalam,,,,,,,,,,,,,,,,,,,17.111,,,19.966,20.716,20.092,21.433,18.679,20.004,16.524,0.356869132017561,0.13791156316954,0.111766261400307,0.389205053123632,-0.207108731719822,-0.488347420743522,-0.278693265753083,-1.2605056462896,1.02505179290212,-0.390522069165529,1.94031996607184,1.73341388450593,3.68225030604216,0.35706431153689
BTN,Bhutan,,,38.8,,,,,37.4,,,,,28.5,,,,,,,,,,15.188,10.405,11.968,9.563,18.624,19.723,7.03638316073019,8.848985699468,10.919656944683,8.77638345268213,8.27106093949328,4.54814395082205,3.21988689395718,4.95508366985129,2.72396386183713,2.72643037388832,5.62936522632508,7.3468144053353,5.6391667139637,4.22934419929251
BWA,Botswana,,,,,,54.9,,,,,,,,,,,,,,,,,,31.985,37.144,35.168,37.003,37.581,6.94887658743103,8.45987233408583,7.53690261091916,5.88460707056817,4.40225309243427,3.06203169580558,2.81495791361944,3.30828076768219,3.23801558947715,2.77286442863321,1.8903591682421,7.24097765588442,11.665567478802,5.0676154934383
CAF,Central African Republic,,,,,,,,,,,,43.0,,,,,,,,,,,,,,,,,1.49102370047802,1.1944757244985,5.47829594346117,6.98879341970198,14.898684179755,1.40297017136816,4.94543276106518,4.18072331871267,1.61215686991555,2.68537355266787,1.71015659523153,4.25936417542868,5.58316735183247,2.97913852618937
CAN,Canada,33.6,32.7,33.5,33.8,33.2,33.7,32.7,33.3,32.5,31.7,29.9,,,,13.697,13.192,13.252,12.914,13.55,13.272,12.889,12.072,12.211,12.043,17.865,12.815,11.599,11.735,1.77687154092627,2.91213508872351,1.51567823124517,0.938291897815317,1.90663590717861,1.12524136094277,1.42875954701085,1.59688412852977,2.26822567248103,1.94926902411593,0.716999632307827,3.39519318527528,6.80280115341613,3.87900159788426
CEB,Central Europe and the Baltics,,,,,,,,,,,,,,,13.8529650510098,14.2737602107031,14.403920273148,14.746110220639,14.2160174374657,13.2123919352928,12.6972199204045,11.6027194964277,10.7690899251217,10.621859865388,11.1948883386404,12.5962947961947,11.6212147090471,11.1252456377676,1.80117022137134,4.13027562645085,3.33492267693442,1.4382978723404,0.0538213132399802,-0.464499004644911,-0.054999541670474,2.0759355367385,2.53445424186598,2.66456133425431,1.67244096855756,3.83984491500146,14.6081439492433,9.44284140088564
CHE,Switzerland,32.6,31.7,31.6,32.5,32.5,32.3,33.0,32.7,33.1,34.0,33.7,33.8,,,8.452,7.906,8.799,9.585,9.108,9.351,8.672,8.133,7.925,7.707,8.621,9.578,9.314,6.611,0.688238707220026,0.2313492076509,-0.692552018105253,-0.217323155115693,-0.0132025387514939,-1.14390867228183,-0.434618664285835,0.533787839825897,0.936335464113563,0.362886179940614,-0.725874933313384,0.581814168489856,2.83502798644463,2.13540088016377
CHL,Chile,,46.9,,46.8,,45.3,,45.3,,,47.0,,43.0,,19.536,19.176,18.046,18.413,18.96,19.198,17.502,18.277,,,19.222,15.335,14.42,15.321,1.41071107954321,3.34121694259302,3.00744840213047,1.7895555398459,4.71867527854672,4.34877353217044,3.78619355893118,2.18271846868519,2.43488981353057,2.55754475703327,3.04549084804326,4.52456838259144,11.643866711056,7.58168251407962
CHN,China,43.7,42.4,42.2,39.7,39.2,38.6,38.5,39.1,38.5,38.2,37.1,35.7,,,,,,,,,,,,,,,,,3.17532475269199,5.55389892257493,2.61952432645541,2.62105001748115,1.92164162788521,1.43702380935655,2.00000182191943,1.59313600071436,2.07479039965576,2.89923416358227,2.41942189457782,0.981015135544882,1.97357555739051,0.234836828893051
CIV,Cote d'Ivoire,,,,,,41.5,,,37.2,,,35.3,,,,,22.756,17.511,,,25.759,34.827,,21.917,,,18.834,,1.22645612135479,4.9124339505246,1.30451119915597,2.58117037252936,0.448682076766141,1.25149954781477,0.723178457513217,0.685881065304603,0.359409031380677,-1.10686343994188,2.42500656821815,4.09195189692863,5.27616724262846,4.38711707003279
CMR,Cameroon,,,,,46.6,,,,,,,42.2,,,10.79,,,,17.015,,,,,,,23.223,,,1.27538046242338,2.93969946305091,2.73529677529539,2.05034718001741,1.85489850366777,2.676235314199,0.874190383288856,0.64040914988195,1.0688581131292,2.45280214062732,2.43760882182236,2.27185762503637,6.24767713343861,7.38281384280984
COD,"Congo, Dem. Rep.",,,42.1,,,,,,,,44.7,,,,,,21.36,,,,,,,,31.373,,,,7.10000000000037,15.316515913949,9.72182806273364,0.808223101487111,1.24303889760803,0.74419899478147,2.88585107289988,,,,,,,
COG,"Congo, Rep.",,48.9,,,,,,,,,,,,,,,,,,,,,,,,,,,0.391525011227612,1.75958704273803,5.01018773134471,4.63161619729461,0.912139545450097,3.16909796750829,3.19056179723773,0.450063823285546,1.15277896375523,2.20607305781525,1.79537147083108,1.7156427545126,3.04344334698478,4.30174563591016
COL,Colombia,54.6,53.5,52.6,52.6,52.5,51.0,50.6,49.7,50.4,51.3,53.5,55.1,54.8,53.9,23.437,23.026,22.532,22.084,21.402,21.141,21.131,21.837,22.841,23.917,,27.264,24.423,23.251,2.27200227892008,3.4150334477625,3.16930188840055,2.01699224310383,2.89883787761738,4.9898311584953,7.51346024627675,4.31431325695011,3.24056932930569,3.52301932741447,2.52663500084706,3.49505757399448,10.1772313546166,11.7359044948689
COM,Comoros,,,,,45.3,,,,,,,,,,,,,,27.584,,,,,,,21.168,,,3.35475770328922,1.8426630075621,6.31474450315196,-4.29487331536736,,,,,,,,,,
CPV,Cabo Verde,,,,,,42.4,,,,,,,,,,,,,,,,31.4,30.25,27.99,,,,,2.07866470906424,4.47388342165023,2.54039644167109,1.50654285701407,-0.238778144990624,0.131187999024545,-1.40781637091706,0.784415251101334,1.25699566690509,1.10666674296063,0.605795808395385,1.86215297494647,7.93092925430087,3.72437517668748
CRI,Costa Rica,48.0,48.8,48.4,49.2,48.6,48.4,48.7,48.3,48.0,48.2,49.2,48.7,47.2,46.7,19.088,21.144,17.571,17.966,18.306,18.648,20.447,19.96,18.678,17.582,19.946,18.991,17.181,20.883,5.66275708420021,4.87799830970702,4.49545314354605,5.23133614174428,4.51920098516954,0.801982005099623,-0.0174788505908217,1.62590692991732,2.22111461526581,2.09604635327807,0.724911478131376,1.72647755109241,8.27477490232654,0.525193508693455
CSS,Caribbean small states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.31018474700138,3.32776554447465,2.50461059084482,1.08324168178149,1.14542060958206,-0.852705497033039,0.402621696824957,1.69929570459839,1.20715793367008,1.00054293027237,0.121434644614894,2.22891330700344,5.82838638517959,4.47720868651284
CUW,Curacao,,,,,,,,,,,,,,,,,,,,,,,5.06,,17.46,,,,2.77944261312587,2.3325315256217,3.18398746349455,1.33232086152117,1.4987396961643,-0.476542049801405,-0.0472079848940293,1.58558801700345,2.58368756641814,2.62220783425059,,,,
CYM,Cayman Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.276140861750108,1.32543575779664,1.18894845245608,2.16061146813391,1.27397911533388,-2.34752770165615,-0.62525835861814,,,,,,,
CYP,Cyprus,31.5,32.6,34.3,37.0,35.6,34.0,32.9,31.4,32.7,31.2,31.7,31.3,31.5,,11.683,14.643,15.977,18.668,17.008,15.301,16.02,16.094,13.21,13.659,14.357,13.774,14.721,13.644,2.43004084102254,3.28944939564211,2.38905410042317,-0.399357676464426,-1.35498885446315,-2.0969976905311,-1.42916666666665,0.531766496174467,1.43549119531759,0.250370996758493,-0.638422797978959,2.44608867175474,8.39548297993334,3.54134188751663
CZE,Czechia,26.6,26.4,26.1,26.5,25.9,25.9,25.4,24.9,25.0,25.3,26.2,26.2,25.9,,9.044,8.719,9.23,9.453,8.416,7.718,7.15,6.405,5.738,5.824,6.682,6.61,7.58,7.034,1.47272727272722,1.9172191363555,3.28762306610411,1.4382978723404,0.343988589646794,0.309364548494975,0.683504209385703,2.4505339846014,2.14949494949493,2.8478759591805,3.16129528497801,3.83984491500146,15.1001651468371,10.6612601372426
DEU,Germany,30.2,30.6,31.1,31.5,30.8,31.7,31.4,31.3,31.9,31.8,32.4,,,,8.451,8.156,7.231,6.41,6.365,6.239,6.701,6.266,6.011,5.607,7.295,7.868,6.798,7.456,1.1038103778926,2.07517283735874,2.00848884782956,1.50472330251876,0.906794000434246,0.514426137125456,0.491747008445174,1.50949485109628,1.73216879766942,1.44565976888253,0.144877925813982,3.06666666666673,6.87257438551097,5.94643667725823
DJI,Djibouti,,,45.1,44.1,,,,41.6,,,,,,,,,,,,,,22.818,,,,,,,3.95007875923885,5.0687139477799,3.73120950756887,2.70603242872182,1.34186494340157,-0.847389733971996,2.73841208738755,0.568112117084804,0.14797084987711,3.31925372703827,1.7774078380617,1.18191775339802,5.17980847967061,1.49506816515088
DMA,Dominica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.99936630549,1.1312313652648,1.3567714780886,-0.0464116468805992,0.799250372687492,-0.84382698463833,0.141816225732312,0.296252889279487,0.98919111918989,1.50462353858141,1.22026442242476,2.22891330700344,2.88490226829353,5.08677483158112
DNK,Denmark,27.2,27.3,27.8,28.5,28.4,28.2,28.2,28.7,28.2,27.7,27.5,28.3,29.3,,6.857,7.186,7.346,6.633,6.394,7.032,6.72,7.582,7.683,7.722,7.444,7.112,6.766,7.115,2.31092436974789,2.7586822605125,2.3979148566464,0.789071780078062,0.56402054044954,0.452034153691575,0.250000000000031,1.14713216957602,0.813609467455631,0.75813157251162,0.420711974110115,1.8530454398968,7.6965669988926,3.30517811237606
DOM,Dominican Republic,47.3,47.7,46.1,47.7,44.3,45.2,45.7,42.2,43.7,41.9,39.6,38.5,37.0,38.4,21.006,20.085,20.349,20.964,19.649,25.232,25.374,24.336,24.5,24.727,37.702,27.333,26.61,25.678,6.32993220146146,5.79676809206533,3.69449707884777,4.830950967408,2.99864226125219,0.836746346724557,1.61416607245223,3.27955694678546,3.56443426013508,1.81060377042959,3.78103179915517,8.24300347981809,8.81109209279587,4.78561281021135
DZA,Algeria,,27.6,,,,,,,,,,,,,24.53,26.0,22.7,21.5,22.8,21.2,,20.95,,,,,,,3.91106195534028,4.5242115050527,8.89145091062317,3.25423910998847,2.91692692067458,4.78444700693889,6.39769480268757,5.59111590961664,4.26999020467084,1.95176821052892,2.41513094083414,7.22606307415477,9.26551551551553,9.32217375928322
EAP,East Asia & Pacific (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.68901229670766,5.29573185230292,3.02696391124796,2.91354193604001,3.14299050879095,1.22393195511119,1.91731090233378,2.91263557371478,3.1983464156241,1.94257500833107,2.40629214387011,2.69891859529198,5.37734908193985,5.97802515541409
EAR,Early-demographic dividend,,,,,,,,,,,,,,,28.0628487148465,,26.7421817837099,,,,,,27.7190128817264,27.5503610237904,27.9191167980742,26.2039344806274,23.7434534267275,,4.3974138315007,5.81149347684047,5.01827254237431,4.82778705505168,4.07392957476225,3.12900274473925,3.52317317628473,3.60247741348943,3.95721831216162,2.75980873474443,2.95192253170018,4.03843012730298,7.11924444078175,5.88289680163219
EAS,East Asia & Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05730563962442,5.0214601462073,2.97460779814468,2.58268766141795,2.51087633253706,0.795279630579839,1.27699094497324,1.8003422246862,2.368549058067,1.70397863236265,0.846905537459305,2.47710241465447,5.34595440908904,5.21536927681554
ECA,Europe & Central Asia (excluding high income),,,,,,,,,,,,,,,,,,,22.2682801547711,21.2902526508744,22.1691693999161,21.8456846874962,,,,,,,6.77774669133379,7.8583333333334,3.31605566687647,4.59787897363118,3.06881210379543,4.02768573742726,2.13492713939121,4.60357355778866,2.56572880132719,2.64328192719554,2.74615078213777,6.91756771076075,13.8875841659221,9.07365149809048
ECS,Europe & Central Asia,,,,,,,,,,,,,,,16.0002396724088,15.609604920929,15.6392538149651,15.3917615805102,15.2942454388277,14.7048581630427,14.9442605342648,14.432934325428,13.9627012693032,13.9804397583161,15.0265307844682,13.9528661303289,12.569063963285,11.8651239304798,2.42447361791627,3.8561124468282,2.77333854051586,1.73403963519162,0.620490636732421,0.36804684232536,0.388838296895799,1.91558846458258,2.01321972250338,1.76373586528842,1.19998396936028,3.19017771027093,10.7805806758686,7.44687717385838
ECU,Ecuador,48.8,45.9,46.1,46.9,45.0,46.0,45.0,44.7,45.4,45.7,47.3,45.8,45.5,44.6,15.66,16.433,16.554,17.357,20.234,19.811,18.44,17.56,17.67,17.516,,18.497,17.99,18.634,3.55437734567843,4.4745326579584,5.10172180958666,2.72177577710371,3.58922016616663,3.96664623255358,1.72826463324533,0.417335588666825,-0.224103246005552,0.266012515466155,-0.338872392562139,0.133251386096389,3.46616972213077,2.21568764237058
EGY,"Egypt, Arab Rep.",30.2,,28.3,,,31.8,,31.5,,31.9,,28.5,,,33.084,32.099,31.553,28.396,26.28,27.605,27.61,26.903,27.095,27.96,30.156,28.743,26.92,24.567,11.2651882653185,10.0649259874818,7.11172943343083,9.46971981064921,10.0702154687481,10.370490343517,13.813606214829,29.5066083940039,14.4014657807422,9.15279959324804,5.04493288977539,5.21404940513043,13.8956609775178,33.8847763115546
EMU,Euro area,,,,,,,,,,,,,,,12.8756905136342,12.9639465984903,13.1374453647857,13.4941705004716,13.0712720328094,12.6475589464832,12.1723643242939,11.6547537152283,11.1623042022328,10.6968951023696,11.7212013147766,11.0787992736477,9.88513459929769,9.72242206713113,1.5205755786839,3.28801427219796,2.54154474108009,1.31023355618666,0.220195628198753,-0.0852072296963749,0.166009884375616,1.37503641525339,1.6892396580413,1.44123966942341,0.186938139702131,2.4865043812082,8.47117645590892,5.78431554960862
ESP,Spain,35.2,35.7,35.4,36.2,36.1,36.2,35.8,34.7,34.7,34.3,34.9,33.9,33.6,,17.132,17.582,16.836,17.903,15.749,14.603,13.793,12.151,11.841,11.584,13.682,11.484,9.052,9.903,1.79986457728769,3.1961018883379,2.44612782366809,1.40858109183019,-0.151114837527235,-0.500365709903242,-0.202598000426452,1.95607633363963,1.6749813686379,0.699518994458739,-0.322753017299739,3.0931351197642,8.39057634118627,3.53236133492433
EST,Estonia,32.0,32.5,32.9,35.1,34.6,32.7,31.2,30.4,30.3,30.8,30.7,31.8,32.3,,14.026,11.568,12.2,11.319,11.75,11.482,9.569,10.026,10.348,7.86,9.204,10.921,10.735,9.595,2.97204512015694,4.9819013145361,3.93339987296985,2.78056658954988,-0.10617514652171,-0.49232600654737,0.148684907627373,3.41723549488054,3.43632688420446,2.27725931243522,-0.44453109767983,4.65316673847473,19.3982634080616,9.15922507983982
