countryiso3code,country_name,income_inequality_2010,income_inequality_2011,income_inequality_2012,income_inequality_2013,income_inequality_2014,income_inequality_2015,income_inequality_2016,income_inequality_2017,income_inequality_2018,income_inequality_2019,income_inequality_2020,income_inequality_2021,income_inequality_2022,income_inequality_2023,youth_unemployment_2010,youth_unemployment_2011,youth_unemployment_2012,youth_unemployment_2013,youth_unemployment_2014,youth_unemployment_2015,youth_unemployment_2016,youth_unemployment_2017,youth_unemployment_2018,youth_unemployment_2019,youth_unemployment_2020,youth_unemployment_2021,youth_unemployment_2022,youth_unemployment_2023,inflation_2010,inflation_2011,inflation_2012,inflation_2013,inflation_2014,inflation_2015,inflation_2016,inflation_2017,inflation_2018,inflation_2019,inflation_2020,inflation_2021,inflation_2022,inflation_2023
NLD,Netherlands,27.8,27.8,27.6,28.1,28.6,28.2,28.2,28.5,28.1,29.2,26.0,25.7,,,4.691,4.201,5.036,5.969,5.829,4.22,4.594,4.182,4.027,4.256,4.673,3.079,3.259,3.717,1.27530569556679,2.34107017751373,2.45554765291614,2.50689852657875,0.976035079699679,0.600248147278776,0.316666666666652,1.38145871407216,1.70349794744479,2.63369910249591,1.27246037789161,2.67572008805385,10.0012078753473,3.83839354342808
NOR,Norway,25.7,25.3,25.7,26.4,26.8,27.5,28.5,27.0,27.6,27.7,28.4,29.1,26.9,26.5,5.808,5.564,6.235,6.152,6.43,6.239,6.434,5.905,5.566,5.443,6.152,6.692,6.225,5.717,2.41890639481003,1.2849515880916,0.696864111498263,2.12048620353112,2.04170286707211,2.17113665389527,3.55000000000007,1.87510059552545,2.76483134528797,2.16773003305411,1.28658490707996,3.48388055266669,5.76412317852272,5.51784987104659
NPL,Nepal,32.8,,,,,,,,,,,,30.0,,,,,,,,,34.763,,,,,,,9.32650410745395,9.2270754612596,9.45980980357125,9.04016311917645,8.36415469659563,7.86890895590891,8.7903433200464,2.77703998300211,4.40659410175714,5.56616035243723,5.05635826238499,4.12676744440695,7.6702057938028,7.11587261530826
NRU,Nauru,,,32.4,,,,,,,,,,,,,,,36.404,,,,,,,,40.986,,,,0.3003003003003,-0.124750499001971,,,,,,,,,,,
NZL,New Zealand,,,,,,,,,,,,,,,13.64,13.47,13.78,12.21,11.66,11.54,12.18,11.92,12.04,11.62,12.94,11.89,11.57,11.69,2.30202385958572,4.0279066739204,1.05991318445632,1.13442266445817,1.227507505974,0.292704628136101,0.646240284454524,1.85078767452536,1.59829703801696,1.61963190184048,1.71456170007245,3.94112060778728,7.17222476016441,5.73316283034957
OED,OECD members,,,,,,,,,,,,,,,16.3237526936195,16.8098078441297,15.6357088069237,15.4876950079802,14.7399339831972,14.1360490122185,13.8061888224655,13.3030018248299,13.1019410185628,13.0328940581182,15.3999324913616,14.5506140808058,13.5072960665126,13.1188900163496,,,,,,,,,,,,,,
OMN,Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,25.5,,3.25657959078624,4.0421886711639,2.94773495257209,1.05354820265932,1.01401483924156,0.0652901330286599,1.10920805807027,1.58909413567799,0.889312370970404,0.490815362820671,-0.40640291946585,1.68221185876085,2.5061425061425,0.950782997762827
OSS,Other small states,,,,,,,,,,,,,,,,,,,,,20.7586016173181,,,,,22.8443327727539,,,,,,,,,,,,,,,,
PAK,Pakistan,28.8,29.7,,29.5,,31.3,,,29.6,,,,,,31.103,32.0,37.868,31.012,30.91,30.41,38.02,,30.958,29.708,42.625,34.564,,,12.9388705634889,11.9160927116277,9.68235186055684,7.69215611899565,7.18938402847028,2.52932817254229,3.7651191635658,4.08537368032608,5.07805725868917,10.5780305672025,9.74011619320125,9.49641577285205,19.8738599646655,30.7681280657005
PAN,Panama,51.6,51.3,51.7,51.5,50.5,50.8,50.4,49.9,49.2,49.8,,50.9,,48.9,20.888,21.032,17.589,16.979,18.759,18.449,17.09,17.198,16.381,16.683,18.735,19.298,17.564,15.139,3.491288726188,5.8758024367877,5.69819959165992,4.0271599157106,2.62652699929151,0.137492058461504,0.739734025300033,0.875585918759878,0.761578359399944,-0.355083821021245,-1.5502754080376,1.63070337301898,2.85965128834711,1.48641355277038
PER,Peru,45.5,44.7,44.4,43.9,43.1,43.4,43.6,43.3,42.4,41.5,43.7,40.1,40.3,40.7,15.191,15.83,15.244,16.327,16.647,18.586,19.196,17.353,17.749,16.873,25.676,22.695,22.779,,1.52832059732901,3.36931095333853,3.61121294940163,2.76789666082002,3.41194579807465,3.39809194746308,3.55717663556279,2.99490045809443,1.50915423024742,2.25212191358027,2.00241205759292,4.27166381536798,8.33370630096231,6.45561348369586
PHL,Philippines,,,46.5,,,44.6,,,42.3,,,40.7,,39.3,25.941,25.031,25.414,24.902,24.038,23.481,22.808,22.294,20.376,19.338,21.406,17.721,12.96,12.362,3.78983634797591,4.7184170471842,3.02696391124796,2.58268766141795,3.59782343864211,0.674192536845408,1.25369880080982,2.85318772590947,5.30934661627707,2.39206534422404,2.3931623931624,3.92718022100332,5.82115811213955,5.97802515541409
PLW,Palau,,,,,,,,,,,,,,,,,,,13.261,,,,,,18.041,,,11.273,1.44219017355169,4.6746987951807,3.61418047882138,3.35481004221287,4.19174548581256,0.949040643697081,-1.04230533415074,1.4179881966692,2.10970464135017,0.26737967914444,0.218181818181833,2.6124818577648,12.3526638378124,12.8199748216534
PNG,Papua New Guinea,,,,,,,,,,,,,,,35.503,,,,,,,,,,,,27.69,,6.01360893567856,4.44083401028971,4.53720508166972,4.9603174603175,5.22211720226841,5.99595778127107,6.6737288135593,5.42204568023834,4.37448921453162,3.92867290939597,4.87167398565555,4.48359014042398,5.25323922215241,2.29869991296791
POL,Poland,33.2,33.2,33.0,33.1,32.8,31.8,31.2,29.7,30.2,28.8,28.5,28.5,28.9,28.5,12.591,13.267,13.531,14.085,13.716,11.841,11.544,10.585,9.974,9.573,10.136,12.445,10.5,10.236,2.58069370250548,4.23940149625932,3.56037151702793,0.991982606332335,0.0538213132399802,-0.874125874125862,-0.664767331433962,2.07593553673859,1.81295156542689,2.22747880938291,3.37446972618589,5.05502704719272,14.4294507575758,11.5289127961105
PRI,Puerto Rico (US),,,,,,,,,,,,,,,,,,,,21.682,,,,,19.487,,,,,,,,,,,,,,,,,
PRT,Portugal,35.8,36.3,36.0,36.2,35.6,35.5,35.2,33.8,33.5,32.8,34.7,34.6,36.3,33.9,11.438,12.565,13.901,14.127,12.195,11.161,10.456,9.325,8.32,7.966,9.125,8.057,7.774,8.531,1.40257289895369,3.65301100430724,2.77333854051586,0.274416666666663,-0.278153367467428,0.48793862390472,0.607397074641719,1.36861411643472,0.993715683468326,0.338178410046034,-0.0124383299575305,1.26565719069044,7.83269124233323,4.31128191898672
PRY,Paraguay,51.0,52.3,47.6,47.9,50.7,47.6,47.9,48.5,46.0,45.7,43.5,42.9,44.6,44.2,19.5,16.908,16.016,14.584,16.831,17.45,18.568,18.586,,,,,,,4.65116279069765,8.2539682539683,3.67591897974496,2.68385738718582,5.02882767456766,3.12900274473925,4.08682280577241,3.60247741348943,3.97561015740694,2.75709727562775,1.76751592356698,4.787983101236,9.76556667164402,4.63202285403356
PSE,West Bank and Gaza,35.3,34.4,,,,,33.7,,,,,,,36.4,28.034,26.309,28.519,30.301,31.594,29.854,30.648,31.484,31.749,29.11,30.344,28.062,25.443,,3.74915727597096,2.8772435849594,2.77908768282492,1.72439933626931,1.73298510037447,1.43161145810476,-0.219106604907316,0.212570934228881,-0.195107773730735,1.58018333639455,-0.735332001092191,1.23748102831369,3.74122391852077,5.87110177678988
PST,Post-demographic dividend,,,,,,,,,,,,,,,12.9013308637249,13.5830547776011,12.476264436541,12.6243609693559,12.3050554329227,11.593043040208,11.204507937772,10.4903182636781,10.0510970021948,9.72053759319106,12.6823496310185,11.3856034813794,10.5143974873703,10.4943792130562,,,,,,,,,,,,,,
QAT,Qatar,,,,,,,,35.1,,,,,,,,,,,,,,,,,,,,,-2.42525675161714,1.13836623529202,2.31534853431661,3.22197756829293,3.34972085659523,1.8140772393776,2.6765917009819,0.394878914083005,0.255815382724408,-0.666641124861147,-2.5403150300476,2.30446565742003,4.99527553740761,3.02764899198902
ROU,Romania,35.5,35.9,36.5,36.9,36.0,35.9,34.4,36.0,35.8,34.8,34.6,33.9,32.3,29.8,16.605,17.47,16.807,16.959,17.013,18.084,17.382,15.154,14.517,14.657,14.754,18.015,17.518,16.541,6.09141668601891,5.7892532881588,3.33492267693442,3.9847123554813,1.06830987684298,-0.594156437495203,-1.54479666813897,1.3390212110439,4.62548443137779,3.82785432599438,2.63107311184743,5.05232876096582,13.7954887432521,10.3971874764996
RUS,Russian Federation,39.5,39.7,40.7,40.9,36.9,36.5,36.7,35.5,35.3,35.7,33.7,35.1,33.9,33.0,14.53,12.97,12.26,12.08,12.29,12.32,12.71,,,,,,10.076,8.701,6.84939230255025,8.4404648593257,5.07474300799149,6.75466833903486,7.82016970013845,15.5343959935701,7.04243725413707,3.68333072334495,2.87831382614981,4.47202631837903,3.38219796948068,6.69445891957612,13.7436797398232,5.86571931748967
RWA,Rwanda,47.2,,,45.1,,,43.7,,,,,,,39.4,,,,,5.159,,,25.594,26.304,28.55,26.139,29.042,28.584,27.923,-0.246128693436934,3.0801706924026,10.2710182318876,5.92426867984854,2.35449052820358,2.52850284192421,7.17434301982009,8.27953672260832,-0.311210160390699,3.34787655037648,9.85039902274207,-0.391346748300791,17.6892095588153,19.789546746467
SAS,South Asia,,,,,,,,,,,,,,,29.0388979653877,,26.863,,,,,,30.7116876765848,31.0548470403562,30.5757048004556,27.885240948948,24.4651982366017,22.4044220115035,,,,,,,,,,,,,,
SAU,Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,15.6,20.323,19.22,18.369,16.986,5.33941733020905,5.8262163739404,2.86627029905053,3.51104209799866,2.24185348779063,1.22269318552328,2.05347076823965,-0.834845735027162,2.46594308994843,-1.19298644533328,3.37234961012303,3.06328988941548,2.47407371925372,2.32708518362706
SDN,Sudan,,,,,34.2,,,,,,,,,,,33.09,,,,,,,,,,,46.529,,12.9776663898014,18.0966171221351,35.5590574147024,36.5223449139154,36.9066427863595,16.9095706050977,17.750253831196,32.3516260968437,63.2925073455888,50.9940515002965,163.257782355458,359.093040778999,138.80846024176,
SEN,Senegal,,40.3,,,,,,,38.3,,,36.2,,,,29.9,,,,36.263,29.519,35.519,,32.712,,,33.88,30.565,1.22868119673344,3.40322829786971,1.41822871177854,0.710245486695176,-1.09025507446895,0.135211933635165,0.837284942557434,1.31815314847789,0.460985642464188,1.76011151192939,2.54314685681662,2.18032278088147,9.69681899081073,5.93947798773215
SGP,Singapore,,,,,,,,,,,,,,,,,,3.7,3.6,3.6,4.1,4.5,4.3,4.13,4.46,7.543,6.623,6.757,2.82884527612958,5.25115624639373,4.58084479423094,2.36439793742726,1.03316955857629,-0.521975611895763,-0.529809760375464,0.576763191179996,0.438784215129623,0.567829988405447,-0.172111865925382,2.31610315765146,6.13095418919732,4.83372362825798
SLB,Solomon Islands,,,37.1,,,,,,,,,,,,,,,7.044,,,,,,,,,,,1.05148163321038,7.34270706018,5.91200602491155,5.3913638858756,5.16590237925171,-0.57446928635949,0.512485626268792,0.488686760261083,3.46147484973729,1.63485544012247,2.96354992076065,-0.115437894412839,5.51812928576938,5.88585897042164
SLE,Sierra Leone,,34.0,,,,,,,35.7,,,,,,,,,,32.31,,,,33.167,,,,,,7.18566275668163,6.79138291952621,6.58776239392585,5.52412877994266,4.63931171409667,6.68943562498681,10.8860609413903,18.2215094003386,16.0295447693699,14.8049990906021,13.4468711101052,11.8739588840234,27.2082883814653,47.6428733253179
SLV,El Salvador,43.5,42.3,41.8,43.4,41.6,40.6,40.0,38.0,38.6,38.8,,39.0,38.8,39.8,27.214,25.91,26.025,25.352,28.504,28.541,28.224,28.398,27.149,27.94,25.169,26.152,23.462,21.518,1.17933576873673,5.1289237668161,1.72973481581383,0.757669184522973,1.14134467538233,-0.731384487387957,0.60404908699661,1.0123540331558,1.09033000581892,0.0753241350024612,-0.371590212324095,3.46692585313082,7.19861615609867,4.04554694222477
SMR,San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58541815582587,2.89979584300123,2.8273322422258,1.60439298078082,1.11296303373851,0.145686073241066,0.644075340346552,1.01413313194508,1.16333522293158,0.472651967352852,-0.133368898372915,1.61551411551421,5.32545321311365,5.93190858629403
SOM,"Somalia, Fed. Rep.",,,,,,,,,,,,,,,,,,,,,,,,43.734,,,50.951,,,,,,,,,,,,,,,
SRB,Serbia,29.0,,39.9,39.4,40.4,40.5,38.8,36.1,35.0,34.5,35.0,33.1,32.8,32.8,21.204,21.597,21.651,19.787,20.997,20.363,18.076,17.582,16.98,15.663,16.177,16.714,13.231,12.397,6.14255360247248,11.1373976342129,7.33038589596646,7.69426362896655,2.08244793880154,1.39235822000187,1.12231397417769,3.13106248590115,1.95984076293801,1.84922984511086,1.57553290083415,4.08510285335102,11.9815117344703,12.3719043552519
SSA,Sub-Saharan Africa (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,24.5770247757614,,,,,,,,,,,,,,,
SSD,South Sudan,,,,,,,44.0,,,,,,,,,,,,,,,,,,,,,,1.16962180301108,46.8521757193597,45.5258978371706,-0.0580909784225664,1.6742990629552,52.7663304192143,379.999585624026,187.851630279442,83.5015294922,87.2413641500032,29.6758435538572,10.5167158294358,-6.68732094212668,2.38280434813754
STP,Sao Tome and Principe,30.8,,,,,,,40.7,,,,,,,,,,,,,,43.795,,,,,,,13.34005235378,14.3271667616801,10.6379353431628,8.10583270875476,6.99849943966421,5.24587835022454,5.43051966119156,5.6902961992902,7.86859628873909,7.72024525213248,9.81932791540146,8.13777038378732,18.0056351122841,21.2589138473
SUR,Suriname,,,,,,,,,,,,,39.2,,,,,,,,18.193,,,,,,,,6.94108221639996,17.7117796414558,5.00686319367273,1.92343604108305,3.38341272749477,6.89390359168238,55.4123879763196,21.9969430173304,,,34.889784309078,59.1196626251977,52.446027276241,51.5873159600861
SVK,Slovak Republic,27.3,26.5,26.1,28.1,26.1,26.5,25.2,23.2,25.0,23.2,24.2,24.1,24.1,23.8,14.569,14.31,14.371,14.256,14.071,13.973,12.688,12.326,10.405,10.479,10.748,11.075,9.995,9.166,0.957018132975143,3.9192859914629,3.6061026352289,1.40047368963025,-0.0761653295419871,-0.325219777427673,-0.520010196278266,1.31194588223228,2.51403712883812,2.66456133425431,1.93694126694223,3.14960629921268,12.7741463637611,10.5319476645211
SVN,Slovenia,24.9,24.9,25.6,26.2,25.7,25.4,24.8,24.2,24.6,24.4,24.0,24.3,24.3,24.7,7.11,7.076,9.277,9.239,9.417,9.506,8.032,6.518,6.619,7.029,7.683,6.597,8.234,7.27,1.80117022137134,1.8028517194191,2.59741386039003,1.76920085881907,0.19934382657075,-0.525552285820877,-0.054999541670474,1.42910743319306,1.7386086198818,1.63052260754344,-0.05485681576061,1.91706506089259,8.83369886749452,7.44687717385838
SWE,Sweden,27.7,27.6,27.6,28.8,28.4,29.2,29.6,28.8,30.0,29.3,28.9,29.8,31.6,29.3,7.786,7.644,7.898,7.517,7.254,6.809,6.589,6.273,6.174,5.527,6.517,5.061,4.948,5.12,1.15798802715626,2.9611507382214,0.888377506923735,-0.044292970148682,-0.179638494114635,-0.0467847449832812,0.984269244577992,1.79449904665599,1.95353530127028,1.78415097403835,0.497367318853572,2.16319736447143,8.36929098869189,8.5486248974891
SWZ,Eswatini,,,,,,,54.6,,,,,,,,,,,,,,35.498,,,,,34.389,,36.472,4.50923691774369,6.10742714590251,8.93964682788212,5.62130623468948,5.68134885776447,4.95124493704919,7.8472745908568,6.22137528933118,4.81506167461513,2.59801620311077,,,,
SXM,Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33857621672882,4.58475435650401,4.01518421081576,2.5286478853837,1.88675466275266,0.330027165141066,0.111682655737579,2.19201010962985,,,,,,
SYC,Seychelles,,,,46.8,,,,,32.1,,,,,,,,,,,,,,,21.822,26.009,,,20.365,-2.40463875108227,2.55926772230953,7.11037062326403,4.33893848329099,1.38583454581263,4.04194410725617,-1.01548191697626,2.85679575568437,3.70291839111568,1.80709400809982,1.20266463987123,9.76909936973542,2.6260363285129,-1.03530088431952
SYR,Syrian Arab Republic,,,,,,,,,,,,,26.4,,,,,,,,,,,,,,,,4.3974138315007,4.7531638888563,36.7022953364139,40.0318378290723,10.9271141804297,38.4611429599733,47.7051615298923,18.0752696281771,0.940983843906769,13.4175653228571,,,,
TCD,Chad,,43.3,,,,,,,37.5,,,,37.4,,,,,,,,,,37.047,,,,42.318,,-2.07786574641866,2.0292405367826,7.51662364663833,0.222671564624551,1.6819731392567,4.37712665065654,-0.792440525236102,-1.5370996298084,4.27462198610545,-0.971939175419401,4.46414437232861,-0.77284437035914,5.78802687843616,10.8363568399843
TEC,Europe & Central Asia (IDA & IBRD countries),,,,,,,,,,,,,,,19.7138464827865,18.9796325609787,18.9299422073943,18.4072873606394,17.933619999581,17.3867484572645,18.1613521955337,,,,,,16.163888873949,15.0070123684007,,,,,,,,,,,,,,
TGO,Togo,,46.0,,,,43.0,,,42.5,,,37.9,,,24.089,11.231,,,,17.759,,25.078,,10.398,,,13.02,,1.44594517430864,3.5635147290396,2.57718174055848,1.82539475909162,0.19087507624975,2.58500390801595,1.28544847051417,-0.981889868943119,0.927755426457183,0.674652770077525,1.69928463299399,4.1862150652352,7.96757361617945,5.48928568141131
THA,Thailand,39.4,37.5,39.3,37.8,37.0,36.0,36.7,36.4,36.4,34.9,35.0,34.9,34.3,33.5,12.52,12.55,12.85,14.373,13.324,13.591,14.966,15.585,14.782,14.88,15.135,14.751,13.347,12.463,3.24758842443723,3.80879058139634,3.01489950334985,2.18488618530687,1.8951418189878,-0.900424963291569,0.188149704448143,0.665631893135106,1.06389754183024,0.706728601314311,-0.845937147357041,1.23039541318384,-1.61068030486688,8.47805174421543
TJK,Tajikistan,,,,,,34.0,,,,,,32.4,39.5,38.0,,,,,,,41.328,,,,,,,,6.44531440780658,12.4315490430406,5.83116601031462,5.00964645344951,6.10442765129667,5.7145594964971,6.00458082322139,,,,,,,
TLA,Latin America & the Caribbean (IDA & IBRD countries),,,,,,,,,,,,,,,,20.1216144458385,20.1495494392265,20.5130444704029,20.574784951717,21.1753265860763,21.6402054569542,21.7145864486824,21.6944393029084,21.5403878590861,24.247144316778,21.5143042807719,20.1211662760691,19.1409429573449,,,,,,,,,,,,,,
TLS,Timor-Leste,,,,,28.7,,,,,,,,,,19.037,,,16.717,,21.004,20.951,,,,,31.171,29.122,,6.76597680236481,13.499840238577,11.8003096701544,11.0849085109954,0.726275016139465,0.552796026277853,-1.33853876185163,0.557215537430361,2.63647201015892,0.958812739703141,0.495499215459571,3.69792094666786,7.00530945399787,8.42035103310377
TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",,,,,,,,,,,,,,,31.4601549880153,31.6775876533827,34.6678878323251,30.0967611281101,31.3279989286502,29.4487310200439,,,,29.4276524528463,39.0910206371341,33.3210679450618,,,,,,,,,,,,,,,,
TON,Tonga,,,,,,33.5,,,,,,27.1,,,,,,,,,24.218,,27.922,,,18.677,,25.611,3.53491239189831,6.27075302995691,1.14753853706055,0.77562932236742,2.51087633253706,-1.05399831971283,2.57815515245081,7.51706283551115,5.03209691984874,1.17954334821808,-0.349737696727496,5.64051140636751,10.9713652903022,6.35112980255189
TSA,South Asia (IDA & IBRD),,,,,,,,,,,,,,,29.0388979653877,,26.863,,,,,,30.7116876765848,31.0548470403562,30.5757048004556,27.885240948948,24.4651982366017,22.4044220115035,,,,,,,,,,,,,,
TTO,Trinidad and Tobago,,,,,,,,,,,,,,,,,,52.05,,,,,,14.605,17.057,15.465,16.882,14.381,10.5492003179988,5.1071328926456,9.26028137068292,5.19981740465611,5.68441814595659,4.66121598098264,3.07066742464024,1.88038440183532,1.01856930188822,1.00054293027237,0.598986330824643,2.05922746915458,5.82838638517959,4.62930242419968
TUN,Tunisia,38.5,,,,,32.8,,,,,,33.7,,,25.227,,,,30.417,,,,,26.788,,19.53,23.768,22.648,3.33897963601069,3.24002842009531,4.6118443220664,5.31623531326689,4.62555099534031,4.437371273215,3.62939937384381,5.30884839565844,7.30759176031652,6.72007532863799,5.63415115897625,5.706350208307,8.30646124447623,9.32899597507865
TUR,Turkiye,38.8,40.0,40.2,40.2,41.2,42.9,41.9,43.5,42.4,43.8,43.0,44.4,44.5,43.7,34.698,31.929,31.168,28.123,24.855,24.032,23.964,24.188,24.461,26.052,28.335,24.753,24.158,22.494,8.56644420552976,6.471879671151,8.89156996512163,7.49309030547693,8.85457271364316,7.67085364845885,7.7751341532833,11.1443110840764,16.3324638988929,15.1768215720022,12.2789574462574,19.5964926913324,72.3088359891207,53.8594087593315
TUV,Tuvalu,39.1,,,,,,,,,,,,,,38.378,,,,,,34.258,45.536,,,,,34.349,,,0.5005807431527,,,,,,,,,,,,
TZA,Tanzania,,37.8,,,,,,,40.5,,,,,,12.238,,19.938,,14.932,,,,,,11.671,,,,6.20015595647403,12.6909694699162,16.0010938506338,7.87072364573959,6.13161432988012,5.58816952959298,5.17476629301493,5.31871605228931,3.49445848856181,3.46428057999021,3.29029062798325,3.69091958802199,4.35027204269101,3.79923291384916
UGA,Uganda,,,41.0,,,,42.8,,,42.7,,,,,21.075,11.268,14.527,5.91,10.233,,,18.104,,10.684,,13.765,,,3.97655288478168,16.5643496174515,12.6790377224659,4.90520875694557,3.07570668958641,5.58968606251725,5.70637504616212,5.20971705914209,2.61601190952274,2.867588034469,3.31332289544502,2.20457204757414,7.1957888597581,5.35094804280395
UKR,Ukraine,24.8,24.6,24.7,24.6,24.0,25.5,25.0,26.0,26.1,26.6,25.6,,,,,,,,19.98,17.63,18.26,16.47,,,,,,,9.37293105078978,7.95572466274652,0.568727971803862,-0.238948626045407,12.0718562874251,48.6998646434424,13.9127101997797,14.4383227488749,10.9518559353178,7.88671745611133,2.73249209419427,9.36313917695223,20.1836366617478,12.8490222828559
URY,Uruguay,44.5,42.2,39.9,40.5,40.1,40.1,39.7,39.5,39.7,39.7,40.2,40.8,40.6,40.9,18.124,17.162,17.733,18.036,18.151,18.733,18.682,17.868,17.954,17.685,17.108,14.94,14.273,14.863,6.69870886978132,8.0928320630299,8.09776580573602,8.57513504005397,8.87735333229828,8.66626987079328,9.6394134763508,6.2180938256186,7.60653360377047,7.88198870879619,9.75640636078194,7.74791402314762,9.10437983075437,5.86910359896119
USA,United States,40.2,41.2,41.2,40.9,41.7,41.5,41.3,41.4,41.8,41.9,40.0,39.7,41.7,41.8,15.231,14.415,13.908,14.382,13.388,12.442,12.017,10.972,10.922,10.409,13.892,12.204,11.244,11.191,1.6400434423899,3.156841568622,2.06933726526067,1.46483265562717,1.62222297740817,0.118627135552451,1.26158320570536,2.13011000365961,2.44258329692817,1.81221007526021,1.23358439630629,4.69785886363742,8.00279982052121,4.11633838374488
UZB,Uzbekistan,,,,,,,,,,,,32.9,31.2,34.5,,,,,,,,,,,,,,,,13.7797446476602,13.2088026688373,11.8414333622049,9.28309356162695,8.75188196737508,8.130886695236,13.8757425441635,17.5241796514055,14.5257359560687,12.8677297362606,10.8492397508122,11.4466436998836,9.95659071258018
VCT,St. Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.747109026311474,3.1860311155246,2.59844414147101,0.805127804267928,0.193858560794015,-1.73361194953959,-0.149641647633284,2.15333648840511,2.32414485367921,0.91306972532459,-0.628131309354654,1.57272932500558,5.66009779226552,4.56457719814894
VEN,"Venezuela, RB",,,,,,,,,,,,,,,18.797,18.905,19.635,,,,20.253,22.847,,,37.13,,,,28.1874647092039,26.0902123160959,21.0689956331876,40.6394275161589,62.1686499794829,121.738085297503,254.948534781816,,,,,,,
VNM,Viet Nam,39.3,,35.6,,34.8,,35.3,,35.7,,36.8,,36.1,,8.242,8.292,9.438,9.987,9.727,9.884,9.47,9.702,8.305,13.237,14.184,14.922,11.062,10.818,9.20746648778413,18.6777322770707,9.09470339557192,6.59267475899192,4.08455446637617,0.631200905175754,2.66824816969082,3.52025688811617,3.53962805942641,2.7958236745225,3.22093436652514,1.83471554810444,3.15650749963129,3.25289282667662
VUT,Vanuatu,37.4,,,,,,,,,32.3,,,,,31.847,,,,,,,,,34.5,47.532,,,,2.76269469477348,0.8737931047811,1.34740362877658,1.45893371757921,0.798863838097023,2.48326875660439,0.842069084035061,3.08452624403546,2.33096379566866,2.76252019386111,5.32935073101715,2.34328358208953,6.67930581887121,11.1825017088175
WSM,Samoa,,,,38.7,,,,,,,,,,,,,39.056,,,,,28.737,27.55,,,,30.09,,0.777007268777692,5.23541591478434,2.0490188352116,0.61008572090503,-0.40681608842489,0.724470134874729,1.30471869303179,1.74989677484705,4.19745888663752,0.982326569888117,-1.56891247740895,3.13320473174494,10.9618822286844,7.92164684826777
XKX,Kosovo,33.3,27.8,29.0,26.3,27.3,26.5,26.7,44.2,44.6,40.2,57.4,49.4,38.3,,,,35.409,35.514,29.964,31.427,30.103,27.406,29.692,32.612,33.478,32.045,32.901,33.257,3.48050763735842,7.3364177131527,2.47673782156533,1.76732428354892,0.428957808324092,-0.536929392740659,0.273169431045468,1.48823430592319,1.05379773654991,2.67599202639893,0.198227922994854,3.35369139207997,11.5805104542012,4.94432438791283
YEM,"Yemen, Rep.",,,,,36.7,,,,,,,,,,,,,,44.77,,,,,,,,,,11.1748338605044,19.5435617131144,9.88538714484871,10.9684421500198,8.10472583623915,,,,,,,,,
ZAF,South Africa,60.9,,,,59.6,,,,,,,,54.1,,,35.914,,31.966,31.313,30.499,31.222,31.014,31.563,32.46,32.399,32.94,35.188,33.977,4.06749555950263,5.0008533879502,5.73797139141739,5.78016910069176,6.13282953059149,4.51869094892506,6.60290842394872,5.18618655524149,4.50987264867388,4.10285075461156,3.23238831615113,4.61874544887136,7.03987272546482,6.0752438457966
ZMB,Zambia,52.0,,,,,55.8,,,,,,,51.5,,,,,,,41.371,,29.342,32.826,32.543,31.055,31.361,29.368,28.926,8.50176133365265,6.4293968107234,6.57589970757698,6.97767605490307,7.80687553566333,10.1105928909618,17.8697300795268,6.57731154205644,7.4945719272852,9.15031644316296,15.7330604721369,22.0207676245777,10.9932039209136,10.884531691282
ZWE,Zimbabwe,,43.2,,,,,,44.3,,50.3,,,,,,17.264,,,16.561,,,,,29.368,,30.431,32.236,29.98,3.02267002518892,3.4661297281749,3.72532666110646,1.63495041543822,-0.19778481012661,-2.43096842383404,-1.54366960054161,0.893962316050027,10.6188658669575,255.304990757856,557.201817362051,98.5461050920624,104.705170628667,
